Date,Time,Subject,Experiment,Tcnt,Cued,FlightTm,ResponseTm,Outcome,RfPosX,RfPosY,RfPrefOri,RfSize,FixSpotShape,FixSpotColor,FixSpotSize,FixSpotFixWin,FixSpotWaitTm,RingPosX,RingPosY,RingSize,RingWeight,CueRingDelta,BaseRingDelta,RingFlashTm,RingWaitTm,GaborOffset,GaborTF,GaborSF,GaborContrast,GaborSize,GaborOri,GaborFixWinSize,GaborWaitTm,TargPosX,TargPosY,TargChange,TargNewOri,Dis1PosX,Dis1PosY,Dis2PosX,Dis2PosY,Dis3PosX,Dis3PosY,ResponseWin,RewardDur,VPixx2ScreenDis,Screen2MonkeyDis,EyeCam2MonkeyDis
2025_08_13,15:41:48:788,dingo,AttendGrat,1,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9016664,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.798347,-0.5486642,7.496597,6,-64,-7.496597,-0.5486642,7.496597,0.5486642,0.5486642,-7.496597,0.4,0.15,60,25,18
2025_08_13,15:41:57:843,dingo,AttendGrat,2,1,0.03510094,0.2771666,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.282788,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.059789,-0.5486642,7.496597,24,-46,7.496597,0.5486642,0.5486642,-7.496597,-7.496597,-0.5486642,0.4,0.15,60,25,18
2025_08_13,15:42:04:635,dingo,AttendGrat,3,1,0.05969691,0.2773576,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.39858,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.5344,2.547911,7.071644,24,-106,-7.071644,2.547911,7.071644,-2.547911,-2.547911,-7.071644,0.4,0.15,60,25,18
2025_08_13,15:42:11:328,dingo,AttendGrat,4,0,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9210343,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,1.272583,7.347281,1.586649,48,-42,-1.586649,7.347281,-7.347281,-1.586649,1.586649,-7.347281,0.4,0.15,60,25,18
2025_08_13,15:42:20:001,dingo,AttendGrat,5,1,0.05572891,0.2604609,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.205027,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,2.910771,0.5486642,-7.496597,48,-62,-0.5486642,7.496597,-7.496597,-0.5486642,7.496597,0.5486642,0.4,0.15,60,25,18
2025_08_13,15:42:27:945,dingo,AttendGrat,6,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.104358,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,1.900245,7.071644,-2.547911,12,-98,2.547911,7.071644,-7.071644,2.547911,-2.547911,-7.071644,0.4,0.15,60,25,18
2025_08_13,15:42:37:765,dingo,AttendGrat,7,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.132837,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,3.047011,7.071644,-2.547911,48,-62,-7.071644,2.547911,2.547911,7.071644,-2.547911,-7.071644,0.4,0.15,60,25,18
2025_08_13,15:42:48:853,dingo,AttendGrat,8,1,0.04942894,0.2435608,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.004644,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,2.601325,7.071644,-2.547911,48,-62,-2.547911,-7.071644,2.547911,7.071644,-7.071644,2.547911,0.4,0.15,60,25,18
2025_08_13,15:42:56:221,dingo,AttendGrat,9,1,0.05583787,0.3101306,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.288707,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,2.505918,-7.071644,2.547911,24,-86,7.071644,-2.547911,-2.547911,-7.071644,2.547911,7.071644,0.4,0.15,60,25,18
2025_08_13,15:43:03:587,dingo,AttendGrat,10,1,0.05633378,0.2770796,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.268514,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,1.31726,7.357424,-1.538932,48,-42,1.538932,7.357424,-7.357424,1.538932,-1.538932,-7.357424,0.4,0.15,60,25,18
2025_08_13,15:43:09:624,dingo,AttendGrat,11,1,0.06839204,0.3437521,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9024858,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,2.168958,-2.547911,-7.071644,12,-118,-7.071644,2.547911,2.547911,7.071644,7.071644,-2.547911,0.4,0.15,60,25,18
2025_08_13,15:43:16:613,dingo,AttendGrat,12,1,0.04804206,0.2770576,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.207693,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.642433,0.5,7.5,12,-118,-7.5,0.5,-0.5,-7.5,7.5,-0.5,0.4,0.15,60,25,18
2025_08_13,15:43:23:028,dingo,AttendGrat,13,1,,,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.423678,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,3.010291,1.538932,7.357424,0,-110,-1.538932,-7.357424,7.357424,-1.538932,-7.357424,1.538932,0.4,0.15,60,25,18
2025_08_13,15:43:31:248,dingo,AttendGrat,14,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9249739,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,1.445493,1.538932,7.357424,48,-62,-1.538932,-7.357424,-7.357424,1.538932,7.357424,-1.538932,0.4,0.15,60,25,18
2025_08_13,15:43:40:462,dingo,AttendGrat,15,1,0.06038213,0.4101517,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.258782,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,3.235322,1.538932,7.357424,24,-86,7.357424,-1.538932,-7.357424,1.538932,-1.538932,-7.357424,0.4,0.15,60,25,18
2025_08_13,15:43:54:366,dingo,AttendGrat,17,1,0.03507996,0.2100847,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.203023,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,3.132884,-1.586649,7.347281,48,-22,1.586649,-7.347281,-7.347281,-1.586649,7.347281,1.586649,0.4,0.15,60,25,18
2025_08_13,15:44:02:050,dingo,AttendGrat,18,0,0.03611112,0.2603672,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.307925,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.377297,-7.347281,-1.586649,24,-46,1.586649,-7.347281,-1.586649,7.347281,7.347281,1.586649,0.4,0.15,60,25,18
2025_08_13,15:44:08:413,dingo,AttendGrat,19,1,0.07235003,0.3267655,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.227517,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,2.179495,-1.538932,-7.357424,24,-106,-7.357424,1.538932,7.357424,-1.538932,1.538932,7.357424,0.4,0.15,60,25,18
2025_08_13,15:44:16:071,dingo,AttendGrat,20,1,0.06036806,0.3772228,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.8074138,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.812936,-7.5,0.5,12,-58,7.5,-0.5,-0.5,-7.5,0.5,7.5,0.4,0.15,60,25,18
2025_08_13,15:44:23:464,dingo,AttendGrat,21,1,0.05040002,0.2938945,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.312124,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.315417,-7.347281,-1.586649,6,-124,7.347281,1.586649,-1.586649,7.347281,1.586649,-7.347281,0.4,0.15,60,25,18
2025_08_13,15:44:30:119,dingo,AttendGrat,22,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.213483,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,2.185243,1.586649,-7.347281,12,-118,-7.347281,-1.586649,7.347281,1.586649,-1.586649,7.347281,0.4,0.15,60,25,18
2025_08_13,15:44:40:173,dingo,AttendGrat,23,1,0.055233,0.2938416,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9280355,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,2.790909,1.586649,-7.347281,12,-118,7.347281,1.586649,-1.586649,7.347281,-7.347281,-1.586649,0.4,0.15,60,25,18
2025_08_13,15:44:52:169,dingo,AttendGrat,25,1,0.06098104,0.3272212,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.266522,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,2.62308,7.347281,1.586649,24,-106,1.586649,-7.347281,-1.586649,7.347281,-7.347281,-1.586649,0.4,0.15,60,25,18
2025_08_13,15:44:59:793,dingo,AttendGrat,26,0,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.064186,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,1.34776,-1.538932,-7.357424,24,-66,1.538932,7.357424,-7.357424,1.538932,7.357424,-1.538932,0.4,0.15,60,25,18
2025_08_13,15:45:08:637,dingo,AttendGrat,27,1,,,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.357025,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.346879,-7.496597,-0.5486642,0,-70,0.5486642,-7.496597,-0.5486642,7.496597,7.496597,0.5486642,0.4,0.15,60,25,18
2025_08_13,15:45:15:316,dingo,AttendGrat,28,1,,3.430225,Early,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.371684,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,3.029525,-7.496597,-0.5486642,48,-22,7.496597,0.5486642,-0.5486642,7.496597,0.5486642,-7.496597,0.4,0.15,60,25,18
2025_08_13,15:45:24:979,dingo,AttendGrat,29,1,0.055269,0.2608294,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.7650926,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.470889,-7.496597,-0.5486642,48,-22,-0.5486642,7.496597,0.5486642,-7.496597,7.496597,0.5486642,0.4,0.15,60,25,18
2025_08_13,15:45:30:590,dingo,AttendGrat,30,1,0.05538201,0.3270583,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9878053,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,1.265021,-0.5,-7.5,24,-66,0.5,7.5,7.5,-0.5,-7.5,0.5,0.4,0.15,60,25,18
2025_08_13,15:45:37:048,dingo,AttendGrat,31,1,,,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.029102,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,2.305308,-7.357424,1.538932,0,-110,7.357424,-1.538932,-1.538932,-7.357424,1.538932,7.357424,0.4,0.15,60,25,18
2025_08_13,15:45:44:176,dingo,AttendGrat,32,1,0.05487299,0.2604334,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.8208385,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-110,4,2.23538,-7.357424,1.538932,48,-62,1.538932,7.357424,7.357424,-1.538932,-1.538932,-7.357424,0.4,0.15,60,25,18
2025_08_13,15:45:50:913,dingo,AttendGrat,33,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.184094,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.783007,7.496597,0.5486642,6,-64,-0.5486642,7.496597,-7.496597,-0.5486642,0.5486642,-7.496597,0.4,0.15,60,25,18
2025_08_13,15:46:01:484,dingo,AttendGrat,34,1,0.05741096,0.2938201,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.499689,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.60921,7.496597,0.5486642,24,-46,-7.496597,-0.5486642,-0.5486642,7.496597,0.5486642,-7.496597,0.4,0.15,60,25,18
2025_08_13,15:46:08:434,dingo,AttendGrat,35,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.477502,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.284334,7.5,-0.5,48,-22,-7.5,0.5,-0.5,-7.5,0.5,7.5,0.4,0.15,60,25,18
2025_08_13,15:46:18:872,dingo,AttendGrat,36,1,0.05963302,0.3436236,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.342062,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.685835,7.5,-0.5,12,-58,0.5,7.5,-7.5,0.5,-0.5,-7.5,0.4,0.15,60,25,18
2025_08_13,15:46:25:282,dingo,AttendGrat,37,0,0.06882,0.2604532,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.7769478,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,1.886711,0.5,7.5,12,-78,7.5,-0.5,-7.5,0.5,-0.5,-7.5,0.4,0.15,60,25,18
2025_08_13,15:46:31:708,dingo,AttendGrat,38,1,0.031883,0.2602115,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.8895499,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,2.263324,-7.347281,-1.586649,12,-78,-1.586649,7.347281,1.586649,-7.347281,7.347281,1.586649,0.4,0.15,60,25,18
2025_08_13,15:46:38:629,dingo,AttendGrat,39,1,0.05164599,0.3102729,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.156963,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,3.03684,0.5486642,-7.496597,24,-106,-0.5486642,7.496597,7.496597,0.5486642,-7.496597,-0.5486642,0.4,0.15,60,25,18
2025_08_13,15:46:46:234,dingo,AttendGrat,40,0,0.05164099,0.2434647,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.468968,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,3.007763,-7.5,0.5,12,-58,0.5,7.5,7.5,-0.5,-0.5,-7.5,0.4,0.15,60,25,18
2025_08_13,15:46:54:689,dingo,AttendGrat,41,1,0.07163405,0.2436085,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.397533,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.315368,-7.5,0.5,12,-118,7.5,-0.5,-0.5,-7.5,0.5,7.5,0.4,0.15,60,25,18
2025_08_13,15:47:00:879,dingo,AttendGrat,42,1,,,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.155283,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.463361,1.586649,-7.347281,0,-70,-1.586649,7.347281,-7.347281,-1.586649,7.347281,1.586649,0.4,0.15,60,25,18
2025_08_13,15:47:07:131,dingo,AttendGrat,43,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.174046,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.275958,1.586649,-7.347281,24,-46,-1.586649,7.347281,-7.347281,-1.586649,7.347281,1.586649,0.4,0.15,60,25,18
2025_08_13,15:47:15:866,dingo,AttendGrat,44,1,0.03678703,0.3434403,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.439578,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.482496,1.586649,-7.347281,12,-58,-7.347281,-1.586649,-1.586649,7.347281,7.347281,1.586649,0.4,0.15,60,25,18
2025_08_13,15:47:23:217,dingo,AttendGrat,45,1,0.07777405,0.3268101,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9579423,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,1.989371,7.496597,0.5486642,48,-42,-0.5486642,7.496597,0.5486642,-7.496597,-7.496597,-0.5486642,0.4,0.15,60,25,18
2025_08_13,15:47:30:311,dingo,AttendGrat,46,1,0.03555799,0.2267246,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.8197846,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.680604,0.5,7.5,48,-22,-0.5,-7.5,7.5,-0.5,-7.5,0.5,0.4,0.15,60,25,18
2025_08_13,15:47:36:373,dingo,AttendGrat,47,1,0.06290007,0.2436395,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9360801,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.314598,-7.357424,1.538932,48,-22,-1.538932,-7.357424,7.357424,-1.538932,1.538932,7.357424,0.4,0.15,60,25,18
2025_08_13,15:47:42:206,dingo,AttendGrat,48,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.015573,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.276814,7.5,-0.5,6,-64,-0.5,-7.5,-7.5,0.5,0.5,7.5,0.4,0.15,60,25,18
2025_08_13,15:48:02:746,dingo,AttendGrat,50,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.248023,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.749907,7.5,-0.5,12,-58,0.5,7.5,-7.5,0.5,-0.5,-7.5,0.4,0.15,60,25,18
2025_08_13,15:48:12:224,dingo,AttendGrat,51,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.8243767,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.770842,7.5,-0.5,24,-46,-0.5,-7.5,0.5,7.5,-7.5,0.5,0.4,0.15,60,25,18
2025_08_13,15:48:33:766,dingo,AttendGrat,53,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9007022,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.886271,7.5,-0.5,12,-58,-0.5,-7.5,0.5,7.5,-7.5,0.5,0.4,0.15,60,25,18
2025_08_13,15:48:54:141,dingo,AttendGrat,55,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.103337,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,3.222804,7.5,-0.5,6,-64,-7.5,0.5,-0.5,-7.5,0.5,7.5,0.4,0.15,60,25,18
2025_08_13,15:49:05:095,dingo,AttendGrat,56,1,0.06041002,0.2683825,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.8178363,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.616597,7.5,-0.5,12,-58,-7.5,0.5,0.5,7.5,-0.5,-7.5,0.4,0.15,60,25,18
2025_08_13,15:49:10:878,dingo,AttendGrat,57,1,,,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.032027,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.324092,-0.5486642,7.496597,0,-70,7.496597,0.5486642,-7.496597,-0.5486642,0.5486642,-7.496597,0.4,0.15,60,25,18
2025_08_13,15:49:16:754,dingo,AttendGrat,58,1,0.05195904,0.2271471,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.003903,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.468032,-0.5486642,7.496597,48,-22,7.496597,0.5486642,0.5486642,-7.496597,-7.496597,-0.5486642,0.4,0.15,60,25,18
2025_08_13,15:49:23:775,dingo,AttendGrat,59,1,,2.10763,Early,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9513109,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.252289,1.538932,7.357424,24,-46,-1.538932,-7.357424,7.357424,-1.538932,-7.357424,1.538932,0.4,0.15,60,25,18
2025_08_13,15:49:31:937,dingo,AttendGrat,60,1,0.05177808,0.3106365,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.055466,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.282709,1.538932,7.357424,12,-58,7.357424,-1.538932,-7.357424,1.538932,-1.538932,-7.357424,0.4,0.15,60,25,18
2025_08_13,15:49:39:064,dingo,AttendGrat,61,0,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.147579,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,2.473759,1.586649,-7.347281,12,-78,7.347281,1.586649,-7.347281,-1.586649,-1.586649,7.347281,0.4,0.15,60,25,18
2025_08_13,15:49:49:109,dingo,AttendGrat,62,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.472314,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.655518,-7.496597,-0.5486642,48,-82,0.5486642,-7.496597,-0.5486642,7.496597,7.496597,0.5486642,0.4,0.15,60,25,18
2025_08_13,15:50:10:209,dingo,AttendGrat,64,1,0.06210399,0.2600563,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9553341,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-130,4,1.532532,-7.496597,-0.5486642,48,-82,0.5486642,-7.496597,-0.5486642,7.496597,7.496597,0.5486642,0.4,0.15,60,25,18
2025_08_13,15:50:16:618,dingo,AttendGrat,65,0,0.03562403,0.2685995,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.093476,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.459746,-0.5486642,7.496597,24,-46,-7.496597,-0.5486642,0.5486642,-7.496597,7.496597,0.5486642,0.4,0.151,60,25,18
2025_08_13,15:50:23:737,dingo,AttendGrat,66,1,0.05036998,0.1939006,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.8768358,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.355221,2.547911,7.071644,24,-46,-7.071644,2.547911,7.071644,-2.547911,-2.547911,-7.071644,0.4,0.151,60,25,18
2025_08_13,15:50:29:571,dingo,AttendGrat,67,1,0.0606842,0.2936313,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.062009,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-90,4,2.383141,7.347281,1.586649,24,-66,1.586649,-7.347281,-7.347281,-1.586649,-1.586649,7.347281,0.4,0.151,60,25,18
2025_08_13,15:50:36:564,dingo,AttendGrat,68,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9966605,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.934343,7.357424,-1.538932,24,-46,-1.538932,-7.357424,-7.357424,1.538932,1.538932,7.357424,0.4,0.151,60,25,18
2025_08_13,15:50:45:826,dingo,AttendGrat,69,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.490241,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.581764,7.357424,-1.538932,24,-46,1.538932,7.357424,-1.538932,-7.357424,-7.357424,1.538932,0.4,0.151,60,25,18
2025_08_13,15:50:55:291,dingo,AttendGrat,70,1,,,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.8318093,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.30624,7.357424,-1.538932,0,-70,-7.357424,1.538932,1.538932,7.357424,-1.538932,-7.357424,0.4,0.151,60,25,18
2025_08_13,15:51:01:288,dingo,AttendGrat,71,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.189013,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.083653,7.357424,-1.538932,12,-58,-7.357424,1.538932,-1.538932,-7.357424,1.538932,7.357424,0.4,0.151,60,25,18
2025_08_13,15:51:11:392,dingo,AttendGrat,72,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.052614,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.955439,7.357424,-1.538932,48,-22,-1.538932,-7.357424,1.538932,7.357424,-7.357424,1.538932,0.4,0.151,60,25,18
2025_08_13,15:51:20:839,dingo,AttendGrat,73,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.807699,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.699731,7.357424,-1.538932,48,-22,1.538932,7.357424,-7.357424,1.538932,-1.538932,-7.357424,0.4,0.151,60,25,18
2025_08_13,15:51:29:835,dingo,AttendGrat,74,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,1.090282,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.692366,7.357424,-1.538932,12,-58,1.538932,7.357424,-1.538932,-7.357424,-7.357424,1.538932,0.4,0.151,60,25,18
2025_08_13,15:51:39:280,dingo,AttendGrat,75,1,,,Miss,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9158539,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.727619,7.357424,-1.538932,12,-58,1.538932,7.357424,-7.357424,1.538932,-1.538932,-7.357424,0.4,0.151,60,25,18
2025_08_13,15:51:49:355,dingo,AttendGrat,76,1,0.05547285,0.2771399,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.926587,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,1.270701,7.357424,-1.538932,48,-22,-7.357424,1.538932,-1.538932,-7.357424,1.538932,7.357424,0.4,0.151,60,25,18
2025_08_13,15:51:55:234,dingo,AttendGrat,77,1,0.05158019,0.3940635,Correct,7.5,-0.5,270,2.25,rect,green,0.25,1.75,0.9748044,7.5,-0.5,2.75,0.3,10,1,0.2,1.25,8,5,1.5,0.8,2.25,-70,4,2.40559,-7.071644,2.547911,24,-46,2.547911,7.071644,7.071644,-2.547911,-2.547911,-7.071644,0.4,0.151,60,25,18
